id,text,label,type_,tweet_id
694,محدش شاف مؤيدين مرسى ياجدعان ..!! اصلهم كانو ناويين يقومو بثوره .. :),1,training,'373498398759862272'
695,#هتنتخب_السيسي_ليه من الآخر كده عشان نخرس كل الألسنة، في مصر عشان تنجح لازم يكون عندك عزيمة، ولما يبقى عندك عزيمة، ابقى اعزمني وحياة ابوك، اوعى تنسى اخوك,0,training,'953432390030053377'
696,#البرادعى ساخرا من باسم يوسف: سأتهمك بازدراء #تويتر #مصر #يحدث #الاخوان #سلفى,0,training,'340066498431295489'
697,"كتاب سيء جداً تبيعه مكتبة السلاسل في الكويت عن الرئيس مرسي بعنوان ""الرئيس الفهلوي "" يلي استحو ماتوووو ،،،",1,training,'335817639127572480'
698,"#المصدر|""السيسي"" يشهد توقيع اتفاقيتين مع إثيوبيا في مجال الصناعة والتشاور السياسي (صور)",0,training,'953995259863846912'
699,احقاقا للحق الناس جاعت بعد ماكانت شبه شبعانة، وهتموت من العطش قريب بعد ماكانت لاقية شوية ميا تشربها، فاضل الهوا اللي بنتنفسه,0,training,'953735825040314368'
700,@HuffPostArabi):  انتقام ترامب.. الرئيس الأميركي أيَّد بن سلمان في تعذيب الأمراء ووعده...,0,training,'953749764805337089'
701,#كيم_جونغ_أون لماذا لم يحظى ملف انتهاكات حقوق الانسان فى #كوريا_الشمالية باهتمام امريكا كما نظيره الشرق أوسطى,0,training,'951004790393376768'
702," قالوا لنا سنستبدل معسكرات القذافي إلي حدائق للأطفال , فحولوها إلي سجون للإجرام.  قالوا لنا أن أقل دخل للمواطن سيصبح 4000 دينار , فقطعوا عنا السيوله وقتلونا أمام المصارف.  قالوا لنا أن لكل مواطن ليبي حق في النفط , فأحرقوه.  قالوا لنا أن ليبيا ستصبح جنه , فأغرقوها في الظلام",0,training,'955470058049949696'
703,#مصر خلاص ماتلموش النخب والمفكرين والعلماء والمشاهير إذا اصبحو منافقين ومطبلين للمجرمين لأنكم يا شعب تخليتو عن إرادتكم وكان ضحيتكم الاولى مرسي واليوم الضحية #سامي_عنان يعني اللي يضحي عشانكم يتعذب ويتهان وانتم تتفرجو طب خلاص خليكم كلكم سيسيه  #مينفعش_تترشح_عشان,0,training,'955913012153602048'
704,@Hazem_Azim بس تعرفوا مرسي نجح في انه يحسن صورة مبارك بشكل مبارك نفسه ماكانش يحلم بيه .. حقيقة كتير من الناس شايفاها وحاساها !!!,1,training,'291335449618837504'
705,دماوءنا تسيل والعالم يتفرج بكل برودت أعصاب وآخر شي بيطلع #الحق علينا   #مصر #مرسي #لبنان #سوريا #قرف #نضف_يا_مرسي #إسلام_مسعود,0,training,'272851466144849920'
706,  من دق الباب ياه الجواب .. كنتو تحيكون المؤامرات ضدنا واليوم نحن نرد عليكم .. مب من خلف الظهر ف الوجه امامكم وخذ الصوره هاي بروزها وسلم على ساركوزي,1,training,'953536519565926401'
707,  .. السيسي يرسل طائرات الآباتشي لإرهاب الناس فيظنوها جاءت لتصويرهم ويلوحون لها .... شعب نسى طعم الخوف !...,0,training,'355667611452841984'
708,النائب فيصل الكندري يكشف في مؤتمر صحفي عن إجراء عمليات قسطرة لمرضى في مستشفى مبارك بدعامات منتهية الصلاحية ومزورة   !!,0,training,'343700164722188289'
709,… كومبارس قناة الخنزيره #فضيحه   #اخوان #خرفان #مرسى #المرشد #كلب #مصر #يوسف_الحسينى #محمود_سعد #قطر يهود العرب,1,training,'300281636707250176'
710,بالامس القريب كانوا يولولون ان سينا اصبحت فلسطينيه وهاجموا مرسي واليوم يهاجموا مرسي لفتح الحدود,1,training,'268794233224306688'
711,٢٢.٠١.٢٠١٨ ١٥:٠٢: أردوغان: لا نحتاج إلى إذن أو ترخيص من أحد حتى نستمر في عملية عفرين وكالة الأنباء الدولية روسيا سيغودنيا كافة الحقوق محفوظة © 2015,0,training,'955411328059039745'
712,#امريكا تتلاعب بة كيفما ارادت وتشعل الازمات من حولة بعد سقوطة رسميا في معسكر #بوتين وهذا سيقود #تركيا الي #المجهول ان لم يسارع الشعب التركي باختيار قيادة جديدة بعيدة عن تنظيم الاخوان السري الارهابي #تركيا #انقرة #اسطنبول,0,training,'955605494810513409'
713,#ترامب لم يتخل عن هدف تحسين العلاقات مع #موسكو - #سبوتنيك,0,training,'953895086311567361'
714,@raniabed @mojahed90 يعني اللي في السجون ممكن يعترضوا على الإفراج عنهم في عيد ثورة يوليو ، ويطلعوا يفجروا مرسي :),1,training,'227067350933991426'
715,… قناة الفراعين: الرجلان اللذان أنقذا مصر من ثورة 25 يناير، السيسي وتوفيق عكاشه #حشيش”,0,training,'370874444551839744'
716,من أجل سوريا عشقت الهوى العن ابو بشار النعجة الكلب الحقير #14feb #bahrain #GCC #عبدالحميد_دشتي #حملة_بنيدالقار #kuwait #البحرين,1,training,'248554105390374912'
717,احتراف سالم ويحيى وفهد مثل احتراف الساعدي القذافي في سمبدوريا #احتراف_اعرج,0,training,'955086940025573377'
718,@Noura_anwar007 أصلى كلام عمو #مرسى بيخدش حيائى..   :D,1,training,'292014593285427200'
719,#صور وقفة نسائية نظمتها لجنة القوى الوطنية والإسلامية شرق غزة نصرة للقدس ورفضا لقرار ترامب في ميدان فلسطين...,0,training,'953947803801223169'
720,@naguib_elmasry: الحج #مرسي ابو دقن بكل حرسه خايف يروح رفح من الأسلامين وعايز #المسيحيين اللي #رفح مايخفوش ويقعدوا هناك  ,1,training,'254283650303160320'
721,صفوت حجازي لشفيق : إذا منت تريد الرئاسة تعالي ميدان النحرير .. طب متجيب مرسى انت و تيجي المنصة يا دكر,1,training,'216652820613574657'
722, الحكم ببراءة ستة من كبار قيادات الداخلية المتهمين بقتل المتظاهرين #bahrain #Egypt #Thrir #Saudi   #محاكمة_مبارك,0,training,'208855689882386432'
723,#إردوغان: سقوط صاروخ على إقليم خطاي التركي الحدودي والمهاجمون سيدفعون الثمن,0,training,'955406760902365185'
724,#PapyrusJournal: بعد لقاء منفرد.. « #السيسي » يؤكد التزام #مصر بالتعاون مع #إثيوبيا بما يحقق مصلحة البلدين,0,training,'953992714936176640'
725,مغامرات مرسى فى البرازيل- من صفحة ع الفيسبوك ههههههههههههههههههههه   #مرسى,1,training,'332592324913803265'
726,اخترقت طائرة صهيونيه الحدود المصرية وقامت بإستهداف عدة أهداف !! #مصر #مهزلة,0,training,'365887707441930241'
727,الكوميديا السوداء .. حصرياً فى مصر ! قرار إلغاء حل البرلمان قرار ثورى أما أسرى الحرية فتشكل لهم لجنة #عبث و,1,training,'222064075566358529'
728,ايه رأيك ف السيسي,0,training,'362440283830501377'
729,#يناير_حلم_ومكملينه ليست حياتي عندي أغلى من شهداء الثورة الأبرار وقد استقت عزمي من عزم الشباب المبدع في كل ميادين الثورة وجامعاتها ، ولم ولا ولن أنسى أبنائي من المجندين الشهداء الذين يطالهم غدر الغادرين بعد أن أحال الانقلاب الوطن إلى بحور جراح أعلم أن الثورة طبيبهاوأن,0,training,'955878966484787200'
730,:( اجل شكلي بروح كوريا اسوي عملية تجميل وارجع لكم السعودية,0,training,'956064386308820992'
731,#داعش بتفخيخ المدينة بشتى الانواع وبفنيات وطرق مختلفة ولم يكمل ازالة الغام في المدينة . . علماً ان هندسة اللواء الثلاثون لم يقصروا في اداء واجبهم تجاه الاهالي .,0,training,'955912407846653952'
732,#الأهرام مرسي رفض الأجابة عن أسئلة النيابة بشأن رصد مكالمته مع...,0,training,'376795914264141824'
733,"وزير الإعلام السوري يدعو #أردوغان للتنحي حال ""عجزه عن اتباع وسائل غير عنيفة إزاء المظاهرات #ملعوبة #هع",1,training,'341165941079560192'
734,هتاف النوشتاء الجديد مش هنخاف مش هنخاف .. عايزين ميه في الشطاف #حقيقة   #مصر,1,training,'339454254467125249'
735,#بوتين أحرقت وجه وجسد الطفل مهند في سراقب بريف ادلب اليوم . #RussianTerrorism,0,training,'954109089604427778'
736,#عباس_كامل طلعيلي الأفارول الكاكي يازينب ليه ياعباس ،خير رايح المخابرات يازينب,0,training,'954020649382670336'
737,@D_thediva هههههههه انا نفسي مرسي يخطب كل يوم و هستحملة علشان أشوفك كدا,1,training,'350014371407216640'
738,متصلة شيعية تحرج معمم شيعي بسبب زواج المتعة #البحرين #السعودية #ايران #العراق #مصر #لبنان #حقيقة_الشيعة,0,training,'218557521353383936'
739,#هدخل_موسوعه_جينيس_في الاعتماد على ربنا في ادق تفاصيل حياتي، عمره ماخذلني في مرة قصدته فيها في شدتي، بالرغم من تقصيري معه في فرحي، الحمد لله حمدا كثيرا مباركا كما يليق بجلال وجهك وعظيم سلطانك، فنعمك عليا لاتعد ولاتحصى، حقا انا في زحام من النعم,0,training,'955569197869879296'
740,#مع_اخضر_اليد_لمونديال_2019 .. #رياضتنا_عالمية .. ••رغم تآهله الرسمي لنهائيات كآس العالم للمرة التاسعة منتخبنا لكرة اليد يواصل تآلقه و يكمل روعته و يكسب منتخب كوريا الجنوبية الدولة المستضيفة للتصفيات القارية 23/26 و يتصدر مجموعته بدون خسارة.. ••مبروووووك للرجال الآبطال.,0,training,'956105086538797056'
741, #مصر بلاد باهية و دولة عظمى أما إلي يترشح للرئاسة مع السيسي يحشيوه في الحبس 😑 !! #كيم_جونغ_أون_العرب #ثورة,1,training,'956073289033674752'
742,اتذكر ولد القذافي دفع فلوس عشان نادي إيطالي يحطة في الفريق ودفع ملايين وفِي الاخر مالعبوه ولا احتياطي قالوا له تبي تجيب الكور طيب,0,training,'955215128550572039'
743,انا اللي خلاني انزل يوم 30 سبب طلع نافوخي ان الناس كانت بتقولي ان محمد مرسي رمز الاسلام وان بسقوطه هيسق الاسلام ناس,1,training,'353275234486456320'
744,نظام الحكم يجب ان لاتسهل اطاحته حتى لايكون الحال كما هو عليه في مصر ..#نظام حكم على مزاج الشعب,1,training,'353644077151027200'
745,@Amir_El_Sherif عاااااجل #السيسي   هههههههههه السيسي هيرشح نفسه للرئاسة المصدر جريدة اليوم السابع:,0,training,'358076762602741760'
746,#طلايع_الجيش حيرتنا يا اسلام ، حيرتنا يامحمد يا اشرف، المعلق مش عارف مين بيلعب ومين احتياطي، دا غلب وربنا,1,training,'953344085024215041'
747,تجمع الفرق الصوفية تدعو الشعب المصري إلى الاستجابة لدعوة السيسي.. ياله من شيء مضحك..ولكنه ضحك كالبكاء..!,1,training,'360437665398652929'
748,جامدة جدا: عائلة الرئيس #مبارك تزوره فى ذكرى تحرير سيناء. مين ابن اللعيبة اللى اقترحها و سيحها فى الاعلام.,1,training,'328842237310013440'
749,ليه يا #مرسى متعزفش نشيد السلام الوطنى فى الاستاد؟..مرسى:يعنى ايه سلام..يعنى ايه وطن؟!...,1,training,'346197614443757569'
750,#سامي_عنان المسرحية الهزلية اللي بنعيشها بقت سخيفة جدا تصرف صريح و مباشر من السيسي و الجيش مفاده ان مصر بتاعتهم بس اتخيل نهاية السيسي كفرعون أو هتلر او القذافي او احتمال كنهاية علي عبد الله صالح,0,training,'955831913553461250'
751,ممكن اه نغير نظام بشار كله لكن نغير علم سوريا ليه هو بشار صاحب علم سوريا,1,training,'229282583790383105'
752,هههههههههههههههه شعب فقري والله #مرسي #ألش_رخيص,1,training,'238486018972602368'
753,#أردوغان: استطعنا تطهير جرابلس والراعي والباب من التنظيمات الإرهابية وأن نؤوي النازحين السوريين هناك، و نريد أن تصبح عفرين آمنة كجرابلس وأن يعود السوريون إلى أراضيهم,0,training,'955406906767675395'
754,#مرسى الغبى ده بيخلق من #القضاء #جبهة تنيه ضدو وبيعمل من #شفيق زعيم حاجه,1,training,'349991154533670912'
755,تخيلو صورة مرسى فى البطاقة عاملة ازاى,1,training,'369838837213564928'
756,#نقل_العوده_للمستشفي حركات حسني مبارك 😁,1,training,'953384807307890698'
757,@YouTube  مش بعيد على بوتين والكي جي بي ومحمد صلاح ان مصر وروسيا يلعبوا على نهائي كأس العالم 😂,0,training,'953671296264671232'
758,صيغة عقد الزواج الجديدة برعاية صفوت حجازي في رابعه بارك ! قالك زوجتك موكلتي في ولاية فخامة الرئيس محمد مرسي عيسى العياط !,1,training,'365087811092754432'
759,المضحك انهم متخيلين ان #مرسى حيرجع و كمان حيبقى زعيم الامه العربية :),1,training,'358939115095461891'
760,سامي عنان فضلاً عن تااكل الدولة المصرية فى التعامل مع ملفات الأرض والمياه وإدارة موارد الثروة القومية وعلى رأسها المورد البشرى وما حدث كل ذلك إلا نتيجة سياسات خاطئة  مش هقول على إسمك يا بلحة :),1,training,'954496486812848134'
761,توفيق عكاشة سبب الحرب فى سوريا غيرة الشيخة موزة من ممثلة سورية! ههههههههههههه,1,training,'324196481336758273'
762,يا مصطفى بكري.. إن كان هذا رأيك بـ مبارك وبـ عمر سليمان وهذا النظام السابق.. إذن لماذا خرج الشعب بـ ثورة ٢٥ يناير؟   #مصر,0,training,'373547861281353728'
763,السيسي هو رئيس عدلي منصور وعدلي منصور هو رئيس الببلاوي والببلاوي رئيس السيسي,1,training,'356901649815568386'
764, واشنطن: كيم جونغ أون لن يستريح قبل تحقيق هدفه,0,training,'955897638997581824'
765,@ahmed__saeed هو #السيسي ممكن يستعين بهيفاء الايام اللي جايه هتلاله التحرير جدا,1,training,'368085933519675392'
766,بيقولك اخوانى وافتخر !! ههههههههههه ... تكبيييييييير ;) #مصر #مرسى #اخوان   #خرفان #رصد #قنديل #قطونيل #Egypt #RT,1,training,'243091188159225856'
767,  طب وبالنوسبة لشفيق باشا اللى مبارك ذات نفسه عينه رئيس وزراء؟ شغال؟بس الل تقول عليه اللجنة يمشى علينا وع اللى خلفونا وع اللى خلفناهم:(,1,training,'191235094554484736'
768,كلاوس ايبروين لمن لايعرفة مسئول حكومي هاييتي سابق كان سيدلي بشهادتة الاسبوع القادم عن اختلاس موسسة هيلاري تبرعات هايتي لقي مصرعة في ميامي,0,training,'953406458732924930'
769,@AhmedHakes):  شوفت إنجازات #السيسي؟ = لا ما شوفتهاش _ دي عاملة زي الشيطان ما بيشوفهاش...,1,training,'953973006468026369'
770,#فوتو7 | السيسى ورئيس وزراء إثيوبيا: النيل مصدر للتنمية وليس الصراع,0,training,'953997913331585024'
771, بصراحة ساركوزي وايد يمدح فيها ، بعد المقاطعة ابحجز موزة ليلتين  😁 😂,1,training,'956031582032318464'
772,400 ألف فرنسي يطالبون بوتين بتسديد ديون القيصر!,0,training,'952906763287883776'
773,أنا واكلة كرومب و ممكن أبهدلكوا D: #الرئيس #السيسي #قنديل #شعب_فاجر   #سياسة #مصر #هلس,1,training,'299436024239640577'
774,#كيم_جونغ_أون ناس ما تجي اله بالتهديد,0,training,'951573338358534144'
775,سلوى المطيري تقول عندها جيش من الجن وراح تستعمله فقتل بشار الأسد #لول #سلوى_المطيري #جن #بشار_الأسد #سوريا,1,training,'353171559495630848'
776,عيد وطني مبارك وكل عام وأنتم بخير,0,training,'249915808929681408'
777,#السيسى الآن سوى نظام كوريا الشمالية وحاكمها المخبول.,1,training,'955905590206791680'
778,#مرسى ﺳﻠﻄﺎﺗﺔ ﻣﻄﻠﻘﺔ ﻭﻻ ﻳﺠﻮﺯ ﺍﻻﻋﺘﺮﺍﺽ ﻋﻠﻴﻬﺎ ﻣﺶ ﻣﻤﻜﻦ ﻛﺪﻩ ﻳﺴﺤﺐ ﺑﻄﻮﻟﺔ ﺍﻓﺮﻳﻘﻴﺎ ﻣﻦ ﺍﻻﻫﻠﻰ ﻭﻳﺪﻳﻬﺎ ﻟﻠﺰﻣﺎﻟﻚ   #مصر,1,training,'272776494932168704'
779,أجمل حاجة إن انت فاكر إن كلامك عميق وإنك فاهم كل حاجة، خليك كده عايش في العالم الافتراضي بتاعك ونصيحة أوعى تفتكر إن اللي يؤيد السيسي فاكره ملاك وألا قديس دا حكم وسياسة يعني مطلوب ذكاء ودهاء وشدة ولين وقسوة وحاجات كتيره تفرضها الظروف والأوضاع.,0,training,'953985482660220928'
780,اتق الله يارجل هل دين الله يدعوا للارهاب داعش وغيرها خرجت من مناهج فقهيه باسم الاسلام وهو منها برئ ولانه سيبقى كالشمس فهاهي الشمس تشرق في مهبط الوحي من جديد بدين الله الحق,0,training,'955925817653104644'
781,على راى المثل : الاخوانى يلهيك واللى فيه يجيبو فيك .. ;) #اخوان #محمد_مرسى #النهضة #مصر #بديع   #سيناء #ارهاب #الجهاد #المتأسلمين #رصد,1,training,'232553931937570816'
782,#مرسي..ونسيوا عزومة الغدا اللي عملتها لما فاز في الانتخابات الرئاسية..آه يا عالم يا فقر!! #مصر   #عبث,1,training,'351951431986724865'
783,#سوريا والمجلس الديمقراطي السوري في واشنطن:  - #بوتين و #أردوغان اتفقتا على تسليم #عفرين لـ #الأسد  - سحب #روسيا جنودها من نقطة مراقبة خفض التوتر على الحدود التركية يعكس توصلها لاتفاق مع #تركيا  سبق أن رفضنا طلب روسيا تسليم عفرين للأسد مقابل حمايته لنا,0,training,'955361895053168640'
784, RT @AmalQ001: #خطاب_مرسي #مصر #التحرير   ◅ بداء المصري يهايط ههههههههههههههههههههههههههههههههه,0,training,'218821410510995456'
785,#انتي_اخرسي بديت احب الكواريه وهذا عشقي 😍😍😍 كيم جونغ أون ياخي مجنون 😬😂😂😂,0,training,'952137881522528256'
786,Saad Shoman اتصلت بك وبعت لك رسائل قد اللي حسني مبارك بعتها لصدام حسين في حرب الخليج هههه ابعت حد ياخد الفراخ,0,training,'955403256024436736'
787,#مرسي يغني بالحب إتجمعنا .. إية الجو دة!!   #Morsi,1,training,'254656332370681856'
788,#Aljazeera المصري ضيف الإتجاه المعاكس..عندما شاهدتُ دفاعه عن بشار ظننته أنه رضع من صدر أم بشار!! الحمار أعقل منه!!,1,training,'250682936779743232'
789,#سؤال_محيرني لماذا امريكا واسرائيل وثلاثة دول اخرى تملك اسلحة نووية ولما ايران او كوريا تريد ان تملك اسلحة نووية يكون عليها عقوبات...!,1,training,'320259743597879298'
790,"مخرج الأفلام ""الإباحية"" خالد يوسف يشارك في لجنة كتابة الدستور المصري .... #مصر #مرسي",1,training,'374446458122293248'
791,، في مصر صج والله يعني مافي في البحرين مصاروه يكفون 😂,0,training,'267272615599677442'
792,ﻷ بس مرسي ده ماجالناش رئيس زيه .. ده عارف مين بيقول ايه و إزاي علشان إيه !! #تبا,1,training,'339739427247099906'
793,"#هييه_الرياضه_تنافس_الهلال بالامس غردت هاذي التغريدة, و كانت قاسية بحقه, صحيح عَلينا الانتقاد.. لكن مقدر ع اللي ناشب بوتين قَلبي""💙 اللهم احسن حال الهِلال, و جعل الكارهين والحاقدين يموتون غيض....!",0,training,'952851232225447937'
794,حسني مبارك رئس مصر 30 سنة و سجن و اليوم يخرج من السجن و الأهلي لسا ما حقق الدوري بذمتكم هذا فريق,1,training,'370199493729607680'
795,جارتنا حاطة   قصدي اغنية اه يابت يا موزة بصوت عال اللهم لااعتراض عالاذواق لكن شفته كيف تفسد يسرى الشبيبة من قاهرة المعز لتونس الخضراء,1,training,'220124866689511424'
796,#أوبرا_وينفري كان غيرك أشطر هيلاري ترشحت وفازت بالشعبيه ولم تفز بالرئاسه بالرغم من فوزها بعدد الاصوات الولايات المتحده يقودها لوبي صهيوني ماسوني ولو فرضنا انك فزتي في الإنتخابات القادمه فلن تكوني سوى موظفه لدى الماسونيه كما كان #اوباما من بعد وعوده العظيمه والكبيره للشعب الامريكي,0,training,'950482453843599361'
797,#مرسي هيقول خطاب مؤثر بكره يا ولاد كله ينزل يشتري مناديل ..,1,training,'276470992287694848'
798,#السيسي يقيل رئيس جهاز المخابرات العامة,0,training,'953978384786362368'
799,"أحمد السقا في دور الرئيس السيسي و أحمد رزق في دور الرئيس السابق محمد مرسي وعبد العزيز مخيون في دور اللواء العصار .. من كواليس فيلم "" سري للغاية "" . الفيلم من تأليف : مصطفى بكرى .. و إخراج : أحمد موسى 😂😂😂😂😂😂😂",0,training,'953970040298143744'
800,@putinarabia):  خلعت بعض الدول العربية ملابسها ، ودعت إسرائيل إلى الفراش ! خوفاً من #إيران !!,1,training,'952506644461649921'
801,"#كوريا_الشمالية خطاب رئيس كوريا الشمالية كيم جونغ اون بمناسبة السنة الجديدة قبل قليل: ""نستطيع اطلاق صواريخ على جميع مناطق الولايات المتحدة. زر الصاروخ النووي موجود على مكتبي"".  #كيم_يهدد_الكنافه_ترامب",0,training,'948652976767422465'
802,#CyberAman ترامب ينفي خطط نقل السفارة الأميركية في إسرائيل إلى القدس خلال عام واحد,0,training,'953752557557444608'
803,. كل الاثنين خونة،،،  خانوا القسم وخانوا الرئيس!  الاول خان مبارك والآخر خان مرسي! .,0,training,'955877626614251521'
804,مصر الإنقلاب : مُرسي يُحبس ومبارك يُفرج عنه .,0,training,'369556447803084800'
805,"@Haytha_m لووول ""@actronx: الإعجاز العلمي في ترشيح مرسي.",1,training,'203586542667706368'
806,#البوب سافر يا رجالة   يا #برادعي #مرسي #مصر #التحرير,1,training,'272070881696690176'
807,وثائقي لقناة الفراعين حول الرجلان: السيسي و عكاشة زعيما الأمة المصرية,0,training,'371329425700573185'
808, القيادي في حماس سامي أبو زهري:  الدور الإجرامي للتنسيق الأمني سيفشل بمنع المقاومة من مواجهة قرار ترامب.,0,training,'953915572290576384'
809,قالك انتخب #مرسي علشان تعرف تعارضــه,1,training,'276388230901932032'
810,الناس بتنفخنى ضحك ع الكلام اللى بتقوله على مرسى هههههههههههههههههههههههههه,0,training,'344167675024515072'
811,#مرسي كلام هزلى ساخر مش أكتر,1,training,'326871460817797121'
812,#ترامب ينفي نقل السفارة الأمريكية إلى #القدس خلال عام,0,training,'953752184881115137'
813,اتباع عصابات داعش تعرفوا على اسيادكم,0,training,'955935736804540421'
814,#السوريون يتهمون #الكورد بأنهم أذناب #امريكا و ان #اردوغان هو البطل الاسلامي الذي يقوم ضدد امريكا و انهم جنده المنتصرون طيب يا عرصات انتو من وين عم يجيكون السلاح و الدعم و #تركيا من وين عم تاخد اوامرها و اذا كانت تركيا حامية الاسلام شو عم تساوي بحلف الناتو ؟!! فعلا انكم #عرصات,1,training,'955368708981100547'
815,@nawaranegm مبروك يا عم #علاء_زغلول كبيرة ثوار مصر متضامنة معاك..بس والله لا انت ولا عز ينفع حد يتضامن معاكم.القاتل والمقتول في السجن,1,training,'323488215690534912'
816,#السودان  المهندسة منى سعد خريجة الخرطوم أشرفت على مشروع6 محطات مترو والأنفاق الرابطة بينها ويصل بين مدينتي تورنتو ويورك الكنديتين وأشرفت على عدة مشاريع منها  ١_الدوحة قطر بتروليوم الأبراج العشرة  ٢_ دبي برج ترامب جزيرة نخيل  ٣_ أبو ظبي مجمع للاستخدام العام,0,training,'953923581850898432'
817,#طبع_ما_تحبه  الي يستهزأون بفن الكيبؤب ويكولون عن ملوكنا وملائكتنا من فرق الولد جنهم بنات وهم بيهم رجولة اكثر من بعض العرب ويحجون علينة لان نحب كوريا طبعا اقصد المعدان الميفهمون بالفن امثال باري تيؤبر,0,training,'955928306112745473'
818,#سامي_عنان وسحب ترشحه #مصر #القاهرة #انتخابات_الرئاسة_المصرية,0,training,'955895940883406849'
819,"#مرسي: نرحب بالرئيس «محمد حسني» D:   #مصر #السودان""",0,training,'319952537912496128'
820,المجلس العسكري تقريبا جاله اسهال اعلانات وبيانات   #مصر #مرسي #شفيق #تحرير #مقاطعون #egypt,1,training,'214837395042996226'
821,#KalpAtışı ظلم الله ينافهم معلمين الشاورما الاتراك مو قالو فرصه ٥حلقات ويشوفون الريت كذابين عيال الكلب اردوغان 😂 💔 💔 💔,0,training,'955399782700371968'
822,#مسار_برس #عاجل | أردوغان: عملية عفرين ستنتهي عندما تحقق أهدافها مثلما جرى في عملية درع الفرات,0,training,'955413291450425344'
823, انها مرسى السلام انها من اطهر امنيات قلبي.,1,training,'955906322884714497'
824, ماعليك منهم يابو بوتين.. مير ان لك في القلب مطرح,0,training,'954978416184512512'
825,#الشعب_ينتصر إلى الامام يا فلاديمير بوتين مصر العظيم ربنا يدومك دخرٱ لنا ولمصر العظيمة,1,training,'953713557987831813'
826,#حصار_قطر لأنكم بعيدين عن الاسلام الحقيقي  #اوقفوا_الخمر_والمنكر_في_قطر  #عبدالله_بن_علي_ال_ثاني  #عفرين  #محاكمه_مصور_حادث_المدينه,0,training,'954979386406637568'
827,نأيده في قراراته و عشان منصنعش ديكتاتور !! ممممم ممكن نشتمه #مرسي,1,training,'233298163014983680'
828, الحدث اللي بالصورة كان اجتماع مع جاك شيراك في باريس خصوصا هذه الفترة بوتين كان يعمل في الاستخبارات الروسية شكو بوتين بالموضوع؟,0,training,'954013189901115392'
829,BBC Arabic - بوتين يغوص في بحيرة متجمدة,0,training,'954439489874612224'
830,  #محاكمة_القرن #محاكمة_مبارك,0,training,'208854490743443458'
831,ليه في ناس في مصر بتحط ورق حيطة على العربية؟! وورد وقلوب وشعاع ولهيب نيران! #تساؤل   #فن_وللفن_فقط,0,training,'209782933546991616'
832,الاسوانى بيقول ان علاقة قطر بالثقافة زى علاقة مرسى بناسا ههههههههههههههههههه @alaaaswany #قطر #morsi,1,training,'327016400113790976'
833,#أخبار_عربية_و_عالمية بالفيديو والصور: هكذا احتفل بوتين بـ”عيد الغطاس” embedded content وسط أجواء شديدة البرودة، تجرد الرئيس الروسي فلاديمير بوتين من ملابسه عدا لباس البحر، وغاص في مياه بحيرة متجمدة الليلة الماضية احتفالاً بعيد الغطاس. وعرض التلفزيون…,0,training,'954289898709663744'
834,شوفو بعض المصريين ايش قالوا بعد ما قالولهم ان حسني مبارك راح يرجع ويعطي كل واحد مليون جنيه,0,training,'180705873436483584'
835,"Qaweya Rt""@Sara_Bucheeri: أحذر يا #بشار: فـأمة العرب اذا غضبت غردت بالتويتر وغيرت بالبروفايل وقلبت بالصور :)   يا احنى :D #سوريا #عرب""",1,training,'207557553469669376'
836,#أمير_الكويت ويؤكد وحدة مجلس التعاون  #الكويت,0,training,'953919675594919936'
837,#نشرة_الشروق| «السيسي» لـ«رئيس الوزراء الإثيوبي»: «من المهم المصريين يسمعوا منك عشان يطمنوا»  #مصر #إثيوبيا #السيسى,0,training,'953975531304816640'
838,#السيسي يكلف اللواء عباس كامل بتسيير أعمال جهاز المخابرات العامة لحين تعيين رئيس جديد  #eXtranews,0,training,'953970739220185088'
839,اتحول لخاين يوم ٢٥ يناير لما كان في امريكا، لم انحني لقرارهم بالقيام بانقلاب ناعم، ولم يكشفه الا سامح شكري سفيرنا في امريكا لما رفض يسجل ما تم املاءه به من امريكا للدوله وبعدها طالب اوباما من مبارك التنازل عن الحكم لمجلس رئاسي بقياده عنان والبرادعي,0,training,'955771343336820736'
840,ابعتلك فدبديو بشار وقت كان لاحق بوتين وقلب مصخرة ياخي انتو متى رح تفهمو انو هي سورية من قبل ال الاسد واسمها سورية وليست سورية دنب الكلب,0,training,'955171892050190336'
841, كل مرة اعمل اختبار من دول بتتطلع نفس النتيجة تقريبا بس مش مقتنعة انها شخصيتي لأ 😂😂,0,training,'955551041487081477'
842,"#مرسي بتهمة إزدراء العلم علشان قال ""مُنحدر الصعود"" ؟؟ #الرئيس أستاذ الـ #هرتلة و برنس الـ   حرام عليك #مصر",1,training,'318431109220286464'
843,برنامج البرنامج_بتاع باسم يوسف_الحلقة 2 نزلت علي ال you tube,0,training,'276060392407564288'
844,#مبس_يشتري_لوحه_بمليار_ونصف ستجد في هذا التاق خلايا الحاكم الشاذ بن الديوث ولد (.......) ينابحون ضد من دعس رؤوسهم وروؤس من يحكمونهم انه القهر فهم لا يملكون إلا تغريد فدولتهم وهم اصبحوا منبوذين مطرودين وملعونين وسنواصل الدعس عليهم. ................ ساركوزي خوان كارلوس (...),0,training,'939063980945018880'
845,#عجب احالة مرسي إلى المحكمة وتبرئة مبارك ومازال البعض لا يرى أن هذا انقلاب الفلول على الثورة!!!   العرب — feeling shame,1,training,'374595110891454464'
