pairID	sentence1	sentence2	gold_label	Lexical Semantics_coarse	Predicate-Argument Structure_coarse	Logic_coarse	Knowledge_coarse	Symmetry/Collectivity	Factivity	Named entities	Quantifiers	Lexical entailment	Redundancy	Morphological negation	Lexical implication	Topicalization	Core Args	Nominalization	Anaphora/Coreference	Datives	Coordination scope	Prepositional phrases	Reciprocity	Causative/Inchoative	Restrictivity	Intersectivity	Active/Passive	Relative clauses	Adjectivation	Genitives/Partitives	Ellipsis/Implicits	Affixation	Conjunction	Non-monotone	Intervals/Numbers	Downward monotone	Upward monotone	Negation	Double Negation	Conditionals	Disjunction	Temporal	Existential	Universal	Common sense	World Knowledge
192	السلالة المرقطة، تُعرف بالماروزي أو الأسد المرقط. يعتقد العلماء أن هذه الحيوانات تشكّل سلالة للأسد	السلالة المرقطة، تُعرف بالماروزي أو الأسد المرقط. لا يُعتقد أن هذه الحيوانات تشكّل سلالة للأسد	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
193	السلالة المرقطة، تُعرف بالماروزي أو الأسد المرقط. لا يُعتقد أن هذه الحيوانات تشكّل سلالة للأسد	السلالة المرقطة، تُعرف بالماروزي أو الأسد المرقط. يعتقد العلماء أن هذه الحيوانات تشكّل سلالة للأسد	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
194	وتعد دينامية العديد من البلدان النامية في جنوب شرق آسيا استثناء واضحا في هذا المجال	وتعد دينامية الكثير من البلدان النامية في جنوب شرق آسيا استثناء واضحا في هذا المجال	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	وتعد دينامية الكثير من البلدان النامية في جنوب شرق آسيا استثناء واضحا في هذا المجال	وتعد دينامية العديد من البلدان النامية في جنوب شرق آسيا استثناء واضحا في هذا المجال	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	وتعد دينامية العديد من البلدان النامية في جنوب شرق آسيا استثناء واضحا في هذا المجال	وتعد دينامية العديد من البلدان في جنوب شرق آسيا استثناء واضحا في هذا المجال	neutral	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
197	وتعد دينامية العديد من البلدان في جنوب شرق آسيا استثناء واضحا في هذا المجال	وتعد دينامية العديد من البلدان النامية في جنوب شرق آسيا استثناء واضحا في هذا المجال	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
198	ومضى قائلا إن البلدان الشمالية ترى في إطار هذا السياق العام أن اللجنة يتعين عليها الاهتمام بصورة أكبر في أعمالها ببعض المسائل المحددة.	إن البلدان الشمالية ترى في إطار هذا السياق العام أن اللجنة يتعين عليها الاهتمام بصورة أكبر في أعمالها ببعض المسائل المحددة.	entailment	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	إن البلدان الشمالية ترى في إطار هذا السياق العام أن اللجنة يتعين عليها الاهتمام بصورة أكبر في أعمالها ببعض المسائل المحددة.	ومضى قائلا إن البلدان الشمالية ترى في إطار هذا السياق العام أن اللجنة يتعين عليها الاهتمام بصورة أكبر في أعمالها ببعض المسائل المحددة.	neutral	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	إن بعض الاصلاحات التي اضطلعت بها قد أحرزت تقدما بالغا	إن كل الاصلاحات التي اضطلعت بها قد أحرزت تقدما بالغا	contradiction	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	إن كل الاصلاحات التي اضطلعت بها قد أحرزت تقدما بالغا	إن بعض الاصلاحات التي اضطلعت بها قد أحرزت تقدما بالغا	entailment	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	إن بعض الاصلاحات التي اضطلعت بها الحكومة قد أحرزت تقدما بالغا وبخاصة في مجال تنمية الاقتصاد السوقي	إن بعض الاصلاحات قد أحرزت تقدما بالغا وبخاصة في مجال تنمية الاقتصاد السوقي	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
203	إن بعض الاصلاحات قد أحرزت تقدما بالغا وبخاصة في مجال تنمية الاقتصاد السوقي	إن بعض الاصلاحات التي اضطلعت بها الحكومة قد أحرزت تقدما بالغا وبخاصة في مجال تنمية الاقتصاد السوقي	neutral	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
204	ومن المهم أن نولي أهمية خاصة لبعض البلدان النامية مثل كوبا ومنغوليا وفييت نام	ومن المهم أن نولي أهمية خاصة لكوبا	entailment	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
205	ومن المهم أن نولي أهمية خاصة لكوبا	ومن المهم أن نولي أهمية خاصة لبعض البلدان النامية مثل كوبا ومنغوليا وفييت نام	neutral	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
206	إن الحالة الاقتصادية العالمية ما زالت غير مستقرة	إن الحالة الاقتصادية العالمية ليست غير مستقرة	contradiction	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
207	إن الحالة الاقتصادية العالمية ليست غير مستقرة	إن الحالة الاقتصادية العالمية ما زالت غير مستقرة	contradiction	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
208	إن الحالة الاقتصادية العالمية ما زالت مستقرة	إن الحالة الاقتصادية العالمية ليست غير مستقرة	entailment	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
209	إن الحالة الاقتصادية العالمية ليست غير مستقرة	إن الحالة الاقتصادية العالمية ما زالت مستقرة	neutral	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
210	إن البلدان النامية لن تستفيد من الميزة النسبية لبعض المنتجات إلا إذا تمكنت من زيادة حصتها في التجارة العالمية في إطار نظام تجاري دولي عادل ومستقر وغير تمييزي.	إن البلدان النامية لن تستفيد من الميزة النسبية لبعض المنتجات إلا إذا تمكنت من زيادة حصتها في التجارة العالمية في إطار نظام تجاري دولي عادل ومستقر وتمييزي.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
211	إن البلدان النامية لن تستفيد من الميزة النسبية لبعض المنتجات إلا إذا تمكنت من زيادة حصتها في التجارة العالمية في إطار نظام تجاري دولي عادل ومستقر وتمييزي.	إن البلدان النامية لن تستفيد من الميزة النسبية لبعض المنتجات إلا إذا تمكنت من زيادة حصتها في التجارة العالمية في إطار نظام تجاري دولي عادل ومستقر وغير تمييزي.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
212	ويجدر في هذا الصدد الثناء على الجهود التي تبذلها في بوركينا فاصو بعض المنظمات غير الحكومية من أجل ادماج المعوقين في المجتمع المهني.	ويجدر في هذا الصدد الثناء على الجهود التي تبذلها في بوركينا فاصو بعض المنظمات من أجل ادماج المعوقين في المجتمع المهني.	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
213	ويجدر في هذا الصدد الثناء على الجهود التي تبذلها في بوركينا فاصو بعض المنظمات من أجل ادماج المعوقين في المجتمع المهني.	ويجدر في هذا الصدد الثناء على الجهود التي تبذلها في بوركينا فاصو بعض المنظمات غير الحكومية من أجل ادماج المعوقين في المجتمع المهني.	neutral	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
214	ويجدر في هذا الصدد الثناء على الجهود التي تبذلها في بوركينا فاصو بعض المنظمات من أجل ادماج المعوقين في المجتمع المهني.	ويجدر في هذا الصدد الثناء على الجهود بعض المنظمات من أجل ادماج المعوقين في المجتمع المهني.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	ويجدر في هذا الصدد الثناء على الجهود بعض المنظمات من أجل ادماج المعوقين في المجتمع المهني.	ويجدر في هذا الصدد الثناء على الجهود التي تبذلها في بوركينا فاصو بعض المنظمات من أجل ادماج المعوقين في المجتمع المهني.	neutral	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة والميزانية وقضاة محكمة العدل الدولية غير مشمولين بنظام الموظفين	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة غير مشمول بنظام الموظفين	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
217	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة غير مشمول بنظام الموظفين	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة والميزانية وقضاة محكمة العدل الدولية غير مشمولين بنظام الموظفين	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
218	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة والميزانية وقضاة محكمة العدل الدولية غير مشمولين بنظام الموظفين	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة غير مشمول بنظام الموظفين	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
219	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة غير مشمول بنظام الموظفين	بعض المسؤولين في منظومة الأمم المتحدة، مثل رئيس اللجنة الاستشارية لشؤون اﻹدارة والميزانية وقضاة محكمة العدل الدولية غير مشمولين بنظام الموظفين	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
220	والهدف المحدد لهذا الجيش هو لحماية هذه المناطق ولقتال الجماعات الإرهابية وعلى رأسها تنظيم الدولة الإسلامية	والهدف المحدد لهذا الجيش هو لحماية هذه المناطق و الجماعات الإرهابية وعلى رأسها تنظيم الدولة الإسلامية	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
221	والهدف المحدد لهذا الجيش هو لحماية هذه المناطق و الجماعات الإرهابية وعلى رأسها تنظيم الدولة الإسلامية	والهدف المحدد لهذا الجيش هو لحماية هذه المناطق ولقتال الجماعات الإرهابية وعلى رأسها تنظيم الدولة الإسلامية	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
222	إن توقعات الاقتصاد العالمي قاتمة في بعض الحالات الاستثنائية.	إن توقعات الاقتصاد العالمي قاتمة في كل الحالات الاستثنائية.	contradiction	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	إن توقعات الاقتصاد العالمي قاتمة في كل الحالات الاستثنائية.	إن توقعات الاقتصاد العالمي قاتمة في بعض الحالات الاستثنائية.	entailment	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	إن توقعات الاقتصاد العالمي قاتمة في بعض الحالات الاستثنائية.	إن توقعات الاقتصاد العالمي قاتمة في إحدى الحالات الاستثنائية.	contradiction	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	إن توقعات الاقتصاد العالمي قاتمة في إحدى الحالات الاستثنائية.	إن توقعات الاقتصاد العالمي قاتمة في بعض الحالات الاستثنائية.	contradiction	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	إن توقعات الاقتصاد العالمي قاتمة في كل الحالات الاستثنائية.	إن توقعات الاقتصاد العالمي قاتمة في إحدى الحالات الاستثنائية.	entailment	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	إن توقعات الاقتصاد العالمي قاتمة في إحدى الحالات الاستثنائية.	إن توقعات الاقتصاد العالمي قاتمة في كل الحالات الاستثنائية.	contradiction	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	إن وفد جمهورية مقدوينا ينوي، مع بعض الوفود الأخرى تقديم مشروع قرار بشأن تطبيق المادة ٥٠ من الميثاق	إن وفد مقدوينا ينوي، مع بعض الوفود الأخرى تقديم مشروع قرار بشأن تطبيق المادة ٥٠ من الميثاق	entailment	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	إن وفد مقدوينا ينوي، مع بعض الوفود الأخرى تقديم مشروع قرار بشأن تطبيق المادة ٥٠ من الميثاق	إن وفد جمهورية فرنسا ينوي، مع بعض الوفود الأخرى تقديم مشروع قرار بشأن تطبيق المادة ٥٠ من الميثاق	contradiction	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	إن وفد جمهورية فرنسا ينوي، مع بعض الوفود الأخرى تقديم مشروع قرار بشأن تطبيق المادة ٥٠ من الميثاق	إن وفد مقدوينا ينوي، مع بعض الوفود الأخرى تقديم مشروع قرار بشأن تطبيق المادة ٥٠ من الميثاق	contradiction	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	وقد اعترفت منظمة التعاون والتنمية في الميدان الاقتصادي بأن بعض البلدان الأوروبية تفي بالشروط المطلوبة للاستفادة من المساعدة اﻹنمائية الرسمية	وقد اعترفت منظمة التعاون والتنمية في الميدان الاقتصادي بأن بعض البلدان تفي بالشروط المطلوبة للاستفادة من المساعدة اﻹنمائية الرسمية	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
232	وقد اعترفت منظمة التعاون والتنمية في الميدان الاقتصادي بأن بعض البلدان تفي بالشروط المطلوبة للاستفادة من المساعدة اﻹنمائية الرسمية	وقد اعترفت منظمة التعاون والتنمية في الميدان الاقتصادي بأن بعض البلدان الأوروبية تفي بالشروط المطلوبة للاستفادة من المساعدة اﻹنمائية الرسمية	neutral	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
233	ولقد نجح البعض في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	ولقد نجح الكثير في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	ولقد نجح الكثير في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	ولقد نجح البعض في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	ولقد نجح البعض في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	ولقد نجح العديد في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	ولقد نجح العديد في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	ولقد نجح البعض في تعزيز النمو الاقتصادي عن طريق مجموعة من سبل السيطرة الكلية من جانب الحكومة وآلية السوق	entailment	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	إن الجهود التي تبذلها البلدان النامية ﻹنعاش اقتصادها لن تحقق أهدافها طالما ظل النظام الاقتصادي الدولي	إن الجهود التي تبذلها البلدان النامية ﻹنعاش اقتصادها لن تحقق أهدافها طالما ظل النظام الاقتصادي	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
238	إن الجهود التي تبذلها البلدان النامية ﻹنعاش اقتصادها لن تحقق أهدافها طالما ظل النظام الاقتصادي	إن الجهود التي تبذلها البلدان النامية ﻹنعاش اقتصادها لن تحقق أهدافها طالما ظل النظام الاقتصادي الدولي	neutral	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
239	لقد أصبحت لاعب بوكر محترف	أصبحت محترفا	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	أصبحت محترفا	لقد أصبحت لاعب بوكر محترف	neutral	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	لقد أصبحت لاعب بوكر محترف	لقد أصبحت لاعب بوكر	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	لقد أصبحت لاعب بوكر	لقد أصبحت لاعب بوكر محترف	neutral	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	إن الجهود التي تبذلها البلدان النامية ﻹنعاش اقتصادها لن تحقق أهدافها طالما ظل النظام الاقتصادي	لن تستطيع البلدان النامية إنعاش اقتصادها بسبب النظام الاقتصادي	entailment	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
244	لن تستطيع البلدان النامية إنعاش اقتصادها بسبب النظام الاقتصادي	إن الجهود التي تبذلها البلدان النامية ﻹنعاش اقتصادها لن تحقق أهدافها طالما ظل النظام الاقتصادي	entailment	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
245	ما من دولة عربية من بين تلك التي تملك قدرات في مجال الأسلحة الكيميائية أو التي يشتبه في احتيازها لأسلحة كيميائية قد وقعت	ما من دولة عربية من بين تلك التي تملك قدرات في مجال الأسلحة الكيميائية قد وقعت	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
246	ما من دولة عربية من بين تلك التي تملك قدرات في مجال الأسلحة الكيميائية قد وقعت	ما من دولة عربية من بين تلك التي تملك قدرات في مجال الأسلحة الكيميائية أو التي يشتبه في احتيازها لأسلحة كيميائية قد وقعت	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
247	ما من دولة عربية من بين تلك التي تملك قدرات في مجال الأسلحة الكيميائية أو التي يشتبه في احتيازها لأسلحة كيميائية قد وقعت	ما من دولة عربية من بين تلك التي يشتبه في احتيازها لأسلحة كيميائية قد وقعت	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
248	ما من دولة عربية من بين تلك التي يشتبه في احتيازها لأسلحة كيميائية قد وقعت	ما من دولة عربية من بين تلك التي تملك قدرات في مجال الأسلحة الكيميائية أو التي يشتبه في احتيازها لأسلحة كيميائية قد وقعت	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
249	قام فريق كيميائي وبيولوجي مشترك بتفتيش عدد من المواقع العسكرية المشتبه باشتراكها في الأنشطة المحظورة	قام فريق كيميائي وبيولوجي مشترك بتفتيش عدد من المواقع العسكرية المشتركة في الأنشطة المحظورة	neutral	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	قام فريق كيميائي وبيولوجي مشترك بتفتيش عدد من المواقع العسكرية المشتركة في الأنشطة المحظورة	قام فريق كيميائي وبيولوجي مشترك بتفتيش عدد من المواقع العسكرية المشتبه باشتراكها في الأنشطة المحظورة	contradiction	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	دائرة الجمارك والمكوس الملكية مسؤولة عن إنفاذ قيود تراخيص الصادرات والتحقيق في المخالفات المشتبهة	دائرة الجمارك والمكوس الملكية مسؤولة عن إنفاذ قيود تراخيص الصادرات والتحقيق في المخالفات	neutral	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	دائرة الجمارك والمكوس الملكية مسؤولة عن إنفاذ قيود تراخيص الصادرات والتحقيق في المخالفات	دائرة الجمارك والمكوس الملكية مسؤولة عن إنفاذ قيود تراخيص الصادرات والتحقيق في المخالفات المشتبهة	contradiction	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم إما يسجنون بسبب جرائمهم المفترضة ، أو يمنعون من زيارة أسرهم	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز , فإنهم يسجنون	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
254	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم يسجنون	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم إما يسجنون بسبب جرائمهم المفترضة ، أو يمنعون من زيارة أسرهم	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
255	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم إما يسجنون بسبب جرائمهم المفترضة ، أو يمنعون من زيارة أسرهم	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم يمنعون من زيارة أسرهم	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
256	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم يمنعون من زيارة أسرهم	إن معاملة المنشقين السياسيين ، داخل وخارج البلاد ، بغيضة وتثير الاشمئزاز . فإنهم إما يسجنون بسبب جرائمهم المفترضة ، أو يمنعون من زيارة أسرهم	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
