pairID	sentence1	sentence2	gold_label
2210	أيضاً في هذه المجموعة التعديل الثالث والعشرين الذي يمنح حق التصويت للرئيس ونائب الرئيس للمواطنين المؤهلين في مقاطعة كولومبيا.	التعديل الثالث والعشروين يقول بأنك تستطيع التصويت للرئيس إذا كنت تعيش في العاصمة إلا في حال كنت مجرما مدانا.	neutral
2211	أيضاً في هذه المجموعة التعديل الثالث والعشرين الذي يمنح حق التصويت للرئيس ونائب الرئيس للمواطنين المؤهلين في مقاطعة كولومبيا.	يقول التعديل الثالث والعشرون أنه يمكنك التصويت للرئيس إذا كنت تعيش في العاصمة.	entailment
2218	وتظل نبرة التعديل ملزمة لسيطرة الدول على العملية الانتخابية ، حتى بالنسبة للمكاتب الوطنية.	تغير الدول عمليتها الانتخابية حسب ما يرونه مناسب.	neutral
2219	وتظل نبرة التعديل ملزمة لسيطرة الدول على العملية الانتخابية ، حتى بالنسبة للمكاتب الوطنية.	لا تقوم الولايات أبداً بتغيير العملية الانتخابية لأنهم غير مسموح لهم.	contradiction
2220	وتظل نبرة التعديل ملزمة لسيطرة الدول على العملية الانتخابية ، حتى بالنسبة للمكاتب الوطنية.	الولايات تحكم العملية الانتخابية.	entailment
2221	كما أنهم يعانون من قلة الحماس والثقة بالنفس، فهم يشككون في قدراتهم ويهربون من مجابهة المشكلات.	يعود السبب في نقص الدافعية وعدم الإيمان بقدراتهم إلى إخفاقاتهم السابقة.	neutral
2222	كما أنهم يعانون من قلة الحماس والثقة بالنفس، فهم يشككون في قدراتهم ويهربون من مجابهة المشكلات.	هؤلاء الأفراد لديهم ثقة مفرطة ويسارعون للتعامل مع المشاكل الصعبة.	contradiction
2223	كما أنهم يعانون من قلة الحماس والثقة بالنفس، فهم يشككون في قدراتهم ويهربون من مجابهة المشكلات.	إنهم يتراجعون عن حل المشاكل الصعبة ولديهم شكوك حول قدراتهم.	entailment
2230	واليوم، يجب أن يكون لدينا أيضاً أسس لأخذ المساواة الإنسانية بجدية وكمثال أساسي للعدالة الاجتماعية والسياسية.	دولتنا مبنية على أسس العدالة الاجتماعية والسياسية.	neutral
2231	واليوم، يجب أن يكون لدينا أيضاً أسس لأخذ المساواة الإنسانية بجدية وكمثال أساسي للعدالة الاجتماعية والسياسية.	يجب أن تعزز المساواة الإنسانية العدالة الاجتماعية والسياسية.	entailment
2232	واليوم، يجب أن يكون لدينا أيضاً أسس لأخذ المساواة الإنسانية بجدية وكمثال أساسي للعدالة الاجتماعية والسياسية.	يجب ألا نفكر أبداً في مساواة البشر عندما ننظر إلى العدالة الاجتماعية والسياسية.	contradiction
2239	وعبر ملايين السنين من التطور البشري أصبح الغلاف الجوي ، بلا ريب ، أكثر تعقيدا .	تطوّرت البشرية على مدار ملايين السنين الماضية.	entailment
2240	وعبر ملايين السنين من التطور البشري أصبح الغلاف الجوي ، بلا ريب ، أكثر تعقيدا .	إن الغلاف الأيوني للإنسان الحديث هو أبسط بكثير من البشر الأوائل.	contradiction
2241	وعبر ملايين السنين من التطور البشري أصبح الغلاف الجوي ، بلا ريب ، أكثر تعقيدا .	الأناسات الأحيائية قد تضاعف تعقيدها في كل جيل.	neutral
2245	كيف يمكن لأحد الأبوين تحديد الفرق بين اضطراب اللغة وتطوير اللغة الطبيعي؟	يعرف الوالدين إذا كان تطور اللغة يسير بشكل طبيعي.	contradiction
2246	كيف يمكن لأحد الأبوين تحديد الفرق بين اضطراب اللغة وتطوير اللغة الطبيعي؟	يعتقد أحد الوالدين أن عدم القدرة على التحدث قبل عامين هو أمر غير طبيعي.	neutral
2247	كيف يمكن لأحد الأبوين تحديد الفرق بين اضطراب اللغة وتطوير اللغة الطبيعي؟	كيف يعرف الوالدين إذا كان تطور اللغة في مستوى طبيعي؟	entailment
2251	أؤكد لكم يا سيدي ، أنني على علم تام بكل شيء.	إنني أخبرتك بأنني حصلت على المعرفة عن كل شيء.	entailment
2252	أؤكد لكم يا سيدي ، أنني على علم تام بكل شيء.	انها وفاة المحقق الذي تم إخباري عنه.	neutral
2253	أؤكد لكم يا سيدي ، أنني على علم تام بكل شيء.	هناك العديد من التفاصيل التي كانت مخفية عني.	contradiction
2257	الأصوات أزعجت الكابتن بلاد من تأملاته الساخطة.	كان كابتن بلود قادرا على التفكير في أفكاره الساخطة دون مقاطعة.	contradiction
2258	الأصوات أزعجت الكابتن بلاد من تأملاته الساخطة.	انقطع حبل أفكار الكابتن بِلَضْ بسبب بعض الضوضاء.	entailment
2259	الأصوات أزعجت الكابتن بلاد من تأملاته الساخطة.	هزت صرخات الجرو القبطان من أغواره.	neutral
2263	لكنني لا أستطيع أن أنسى أنني عندما لم أكن أفضل من عبد في منزل عمك في بربادوس ، استخدمتموني بلطف معيّن.	لقد عاملتني بلطف عندما كنت أسيرة في بربادوس.	entailment
2264	لكنني لا أستطيع أن أنسى أنني عندما لم أكن أفضل من عبد في منزل عمك في بربادوس ، استخدمتموني بلطف معيّن.	لقد كنت قاسياً للغاية معي، وعاملتني بمعاملة حقيرة.	contradiction
2265	لكنني لا أستطيع أن أنسى أنني عندما لم أكن أفضل من عبد في منزل عمك في بربادوس ، استخدمتموني بلطف معيّن.	لقد كان عمّك يضربني بشدّة كل يوم عندما كنت أعمل عنده.	neutral
2266	سأكون سعيدا للوصول إلى بورت رويال. الكابتن بالدم يقذف رقماً تحت عيون كالفيرلي.	عرف كالفرلي ما تحتوي عليه المخطوطات.	neutral
2267	سأكون سعيدا للوصول إلى بورت رويال. الكابتن بالدم يقذف رقماً تحت عيون كالفيرلي.	أعطى الكابتن بلدي كالفيرلي وثيقة.	entailment
2268	سأكون سعيدا للوصول إلى بورت رويال. الكابتن بالدم يقذف رقماً تحت عيون كالفيرلي.	كابتن بيلد ممزق رق البرشمان إلى أشلاء.	contradiction
2269	هناك ، وعلى بعد ليس أكثر من ثلاث أميال ، كان جدار أرضي غير مستوٍ من الخضرة النضرة التي  ملأت الأفق.	وكانت المساحات الخضراء الخصبة على مرمى البصر.	entailment
2270	هناك ، وعلى بعد ليس أكثر من ثلاث أميال ، كان جدار أرضي غير مستوٍ من الخضرة النضرة التي  ملأت الأفق.	الجزيرة التي كانوا يقتربون منها كانت غير مأهولة بالسكان.	neutral
2271	هناك ، وعلى بعد ليس أكثر من ثلاث أميال ، كان جدار أرضي غير مستوٍ من الخضرة النضرة التي  ملأت الأفق.	لم يتمكنوا من رؤية أي أرض لأميال ، فقط المحيط اللا .منتهي	contradiction
2272	أنا مبعوث جلالة الملك إلى هذه الأجزاء الهمجية ، وقريب ربي سندرلاند.	صاحب الجلالة لديه مبعوثين ، وأنا واحد منهم.	entailment
2273	أنا مبعوث جلالة الملك إلى هذه الأجزاء الهمجية ، وقريب ربي سندرلاند.	أرسلنى عظمته إلى هنا منذ أسبوع تقريبا .	neutral
2274	أنا مبعوث جلالة الملك إلى هذه الأجزاء الهمجية ، وقريب ربي سندرلاند.	لا أتلق أوامر من جلالته.	contradiction
2275	قال، كنت مدين لك به -- أو اعتقدت ذلك.	لم يعتقد أبداً أنه مدين لك بأي شيء.	contradiction
2276	قال، كنت مدين لك به -- أو اعتقدت ذلك.	أنه مدين لك على المساعدة التي قدمتها له كمتسول مفلس.	neutral
2277	قال، كنت مدين لك به -- أو اعتقدت ذلك.	لقد أعتقد أنه مدين لك بشيئاً.	entailment
2281	كان علي أن أعرف أفضل من المجيْ قريبا جدا من جامايكا ليلا .	سافرت إلى القرب من جامايكا بعد أن غربت الشمس.	entailment
2282	كان علي أن أعرف أفضل من المجيْ قريبا جدا من جامايكا ليلا .	سافرت إلى جامايكا في قارب كبير.	neutral
2283	كان علي أن أعرف أفضل من المجيْ قريبا جدا من جامايكا ليلا .	وصلت أنا وزوجتي في جامايكا في وضح النهار.	contradiction
2284	راودته أفكار دموية حول ذلك وحول أشياء أخرى وهو مستلقي على السرير طوال اليوم.	ينام الدم حلم طائش على سريره النهاري.	contradiction
2285	راودته أفكار دموية حول ذلك وحول أشياء أخرى وهو مستلقي على السرير طوال اليوم.	كان الدم يجتر بينما يسقط.	entailment
2286	راودته أفكار دموية حول ذلك وحول أشياء أخرى وهو مستلقي على السرير طوال اليوم.	كان بلد يفكر بشدة حول آخر مرة رأى فيها والدته.	neutral
2290	ولكن هذه ليست إنجلترا، إنها دامه، هذا هو صوت البندقية الثانية وها هي طلقة في الأرض تجعل المياه تتناثر بأقل نصف طول كبلي.	أبحر قاربنا بسلام بالقرب من شواطئ إنجلترا.	contradiction
2291	ولكن هذه ليست إنجلترا، إنها دامه، هذا هو صوت البندقية الثانية وها هي طلقة في الأرض تجعل المياه تتناثر بأقل نصف طول كبلي.	القراصنة كانوا يهاجمون السفينة من أجل أسر الأميرة.	neutral
2292	ولكن هذه ليست إنجلترا، إنها دامه، هذا هو صوت البندقية الثانية وها هي طلقة في الأرض تجعل المياه تتناثر بأقل نصف طول كبلي.	كان هناك أكثر من طلقة نار واحدة.	entailment
2293	بالتأكيد ، سأقول لك.	حسناً، سأخبرك عنها.	entailment
2294	بالتأكيد ، سأقول لك.	لن أقول لك أي شيء	contradiction
2295	بالتأكيد ، سأقول لك.	فقط لأنك وعدت ألا تعيد هذا، لهذا أخبرك.	neutral
2296	كنت أخرج على رويال ماري ....	كنت قادمة عبر رويال ماري.	entailment
2297	كنت أخرج على رويال ماري ....	ذا رويال ماري عانى من إخفاقات قبل رحلتي، لذا كان علي الوصول إلى بلو تيكاب بدلا من ذلك.	contradiction
2298	كنت أخرج على رويال ماري ....	كانت ماري الملكية تحملني إلى جامايكا.	neutral
2314	من خلالها كنا في فخ و اقتحمت أوغل	أقرت اوغل أنها قد نجت من الفخ بسببها.	contradiction
2315	من خلالها كنا في فخ و اقتحمت أوغل	واقترح أوجل أن يتخلصوا منها في وقت سابق.	neutral
2316	من خلالها كنا في فخ و اقتحمت أوغل	اعتقدت أوجل أن حالتها السيئة كانت خطئها.	entailment
2317	تركته، وبعد ذلك مع ولفرستون، متكئًا على السكة الحديدية ، شاهد اقتراب ذلك الزورق، الذي كان يحرسه أكثر من عشرة بحارة وأمره شخص قرمزي يجلس بقسوة في أغطية قاسية.	كان هناك العشرات من البحارة على متن القارب القادم.	entailment
2318	تركته، وبعد ذلك مع ولفرستون، متكئًا على السكة الحديدية ، شاهد اقتراب ذلك الزورق، الذي كان يحرسه أكثر من عشرة بحارة وأمره شخص قرمزي يجلس بقسوة في أغطية قاسية.	القارب الذي كان يقترب كان صغيرًا ، يحتوي على 3 أشخاص فقط.	contradiction
2319	تركته، وبعد ذلك مع ولفرستون، متكئًا على السكة الحديدية ، شاهد اقتراب ذلك الزورق، الذي كان يحرسه أكثر من عشرة بحارة وأمره شخص قرمزي يجلس بقسوة في أغطية قاسية.	كان المسؤول عن السفينة امرأة.	neutral
2320	دوافعك كانت بلا شك جديرة ... امتنانك له لإيصالك من الإسبان.	كان الإسبان سينالون منك قبل أن ينقذك من أيدهم.	entailment
2321	دوافعك كانت بلا شك جديرة ... امتنانك له لإيصالك من الإسبان.	خطط الإسبان لرميك في البحر أثناء الليل.	neutral
2322	دوافعك كانت بلا شك جديرة ... امتنانك له لإيصالك من الإسبان.	أنت تكرهه  لتقديمه لكم من الاسبان.	contradiction
2323	لماذا تركت ولفرستون والآخرين يذهبون؟ بكى بلمسة من المرارة.	لقد ترك ولفرستون يذهب، لكنه أبقى الآخرين.	contradiction
2324	لماذا تركت ولفرستون والآخرين يذهبون؟ بكى بلمسة من المرارة.	أبقى وولفرستون سجينا لمدة ثلاثة أيام.	neutral
2325	لماذا تركت ولفرستون والآخرين يذهبون؟ بكى بلمسة من المرارة.	لم يكن ولفرستون الشخص الوحيد الذي غادر.	entailment
2329	إنه هذا الثوب الملعون الذى جعلك كالجبان .	وينظر إلى ثوب نسائي على أنه ملعون لأنه غالباً ما يتحدث الأكاذيب.	neutral
2330	إنه هذا الثوب الملعون الذى جعلك كالجبان .	أنت خائفة  بسبب التنورة الداخلية.	entailment
2331	إنه هذا الثوب الملعون الذى جعلك كالجبان .	أنتِ شجاعة للغاية كنتيجة للتنورة.	contradiction
2332	اها! وأي طريق هذا؟	يسأل شخص ما عن أى يطريق يتجه .	entailment
2333	اها! وأي طريق هذا؟	المحاور لوحدة وليس هناك أي أحد حوله يمكنه مشاورته.	contradiction
2334	اها! وأي طريق هذا؟	السائل في عجلة ويحتاج أن يعرف على الفور أي اتجاه يسلك.	neutral
2335	أوجلى انتزعها مجانا ، مع اليمين.	كانت محاولة أوغل الثانية لإسقاطها مجانًا.	neutral
2336	أوجلى انتزعها مجانا ، مع اليمين.	لم يظل البوق هادئًا عندما ألقى بصوته بحرية.	entailment
2337	أوجلى انتزعها مجانا ، مع اليمين.	ظل أوغل يحدق فيها، دون أن يتحرك.	contradiction
2338	أنا لا أمنح لجنة الملك بخفة.	منح لجنة الملك يتعارض مع أخلاقي.	neutral
2339	أنا لا أمنح لجنة الملك بخفة.	لقد فكرت بعمق بلجنة الملك.	entailment
2340	أنا لا أمنح لجنة الملك بخفة.	وقعت على أمر منح عمولة الملك دون تفكير ثان.	contradiction
2341	أدرك أنه قد يضطر إلى التراجع في عجلة من أمره.	أدرك أنه كان لديه اليوم الكامل للتراجع.	contradiction
2342	أدرك أنه قد يضطر إلى التراجع في عجلة من أمره.	أدرك أنه اضطر إلى اتخاذ خطوة سريعة.	entailment
2343	أدرك أنه قد يضطر إلى التراجع في عجلة من أمره.	إذا مكث في نفس المكان، قد يتم اكتشافه.	neutral
2344	حتى الدم لم يستطع النظر لذلك.	بلود كان مهتمًا جدًا بذلك منذ سبتمبر.	contradiction
2345	حتى الدم لم يستطع النظر لذلك.	حتى الآن لم يكن لدى بلود عيون على ذلك	entailment
2346	حتى الدم لم يستطع النظر لذلك.	حتى الآن لم يكن لدى بيلد أي عيون لذلك لأنه كان مشغولاً	neutral
2347	تقول، ومع ذلك، فقد كان ما كان عليه وما كان يفعله وما فعله في السنوات الثلاث الأخيرة، إلا أنها حزينة بقول ذلك الآن، بدون أي استهجان لها من قبل.	لم تحب أنه قام بقتل العديد من الرجال خلال الثلاثة أعوام الماضية.	neutral
2348	تقول، ومع ذلك، فقد كان ما كان عليه وما كان يفعله وما فعله في السنوات الثلاث الأخيرة، إلا أنها حزينة بقول ذلك الآن، بدون أي استهجان لها من قبل.	تحدثت بسعادة عن مغامراته وشخصيته.	contradiction
2349	تقول، ومع ذلك، فقد كان ما كان عليه وما كان يفعله وما فعله في السنوات الثلاث الأخيرة، إلا أنها حزينة بقول ذلك الآن، بدون أي استهجان لها من قبل.	تحدثت بنبرة حزينة.	entailment
2353	أفترض ذلك بعد الموضة من نوعك.	أفترض أن هذا هو ما تفعله.	entailment
2354	أفترض ذلك بعد الموضة من نوعك.	لقد قرأت حول أصلك، وثقافتهم.	neutral
2355	أفترض ذلك بعد الموضة من نوعك.	أعتبر أن هذا ليس شائعا بين نوعك.	contradiction
2356	بدا أثر الحزن على جبينها.	ابتسامة ضخمة انتشرت على وجهها.	contradiction
2357	بدا أثر الحزن على جبينها.	شعرت بشعور مقزز في بطنها.	neutral
2358	بدا أثر الحزن على جبينها.	كان هناك عبوس على وجهها.	entailment
2362	كانت تلاحظه بعيون مشرقة، ولكنها شهدت وجهه المزعج ، والعبوس العميق الذي شوه جبينه ، فتغير تعبيرها.	تغير تعبيرها بعد أن شاهدت وجهه.	entailment
2363	كانت تلاحظه بعيون مشرقة، ولكنها شهدت وجهه المزعج ، والعبوس العميق الذي شوه جبينه ، فتغير تعبيرها.	أضاء وجهها عندما رأت العبوس على وجهه.	contradiction
2364	كانت تلاحظه بعيون مشرقة، ولكنها شهدت وجهه المزعج ، والعبوس العميق الذي شوه جبينه ، فتغير تعبيرها.	لم تكن تعرف ما إذا كان غاضبًا منها.	neutral
2374	بينما يمشي على مهل، قال إنه يتجنب الجدار المحاصر، ومر من خلال بوابات كبيرة في الفناء.	قفز من أعلى السور إلى الفناء؛ لأن الأبواب الكبيرة كانت مغلقة.	contradiction
2375	بينما يمشي على مهل، قال إنه يتجنب الجدار المحاصر، ومر من خلال بوابات كبيرة في الفناء.	البوابات العظيمة كانت المدخل الوحيد للساحة.	neutral
2376	بينما يمشي على مهل، قال إنه يتجنب الجدار المحاصر، ومر من خلال بوابات كبيرة في الفناء.	كانت هناك بوابات كبيرة أدت إلى الفناء.	entailment
2380	قل إنني اتطلع لمقابلته هناك. الفصل الثاني والعشرون.	قُل إنني لا أتطلّع إلى مقابلته هناك.	contradiction
2381	قل إنني اتطلع لمقابلته هناك. الفصل الثاني والعشرون.	قل إنني أتطلع إلى مقابلته هناك بعد الظهر.	neutral
2382	قل إنني اتطلع لمقابلته هناك. الفصل الثاني والعشرون.	قل أنني أتطلع لمقابلته هناك.	entailment
2383	قال باحتقار، ستأخذه إلى المشنقة من دون شك.	لقد كان يعتقد أن هناك شخصاً سيذهب إلى حبل المشنقة.	entailment
2384	قال باحتقار، ستأخذه إلى المشنقة من دون شك.	كان شريف الذي استولى على لص.	neutral
2385	قال باحتقار، ستأخذه إلى المشنقة من دون شك.	أسر إليه بطريقة للهروب من المدينة من أجل تجنب السجن.	contradiction
2389	أعتقد أنه لم يكن سوى الأمل في أخذ وشنق كابتن بلود الذي جعل عمي يغادر مزارعه في بربادوس لقبول نائب حاكم جامايكا.	أعتقد أن عمي أراد أن يرى النقيب الدماء بسبب جرائمه.	neutral
2390	أعتقد أنه لم يكن سوى الأمل في أخذ وشنق كابتن بلود الذي جعل عمي يغادر مزارعه في بربادوس لقبول نائب حاكم جامايكا.	ترك عمي مزارعه في بربادوس قبل قبول المنصب في جامايكا.	entailment
2391	أعتقد أنه لم يكن سوى الأمل في أخذ وشنق كابتن بلود الذي جعل عمي يغادر مزارعه في بربادوس لقبول نائب حاكم جامايكا.	اعتاد عمي على حب الكابتن بيلد وهو لم يترك مزارعه في بربادوس.	contradiction
2392	كيف يمكن لي أن أحتجزهم حقاً؟ لقد كانت في الصفقة.	لم استطع أن أحمل نفسي على احتجازهم.	entailment
2393	كيف يمكن لي أن أحتجزهم حقاً؟ لقد كانت في الصفقة.	أحصيتهم بمجرد رؤيتهم.	contradiction
2394	كيف يمكن لي أن أحتجزهم حقاً؟ لقد كانت في الصفقة.	ما كنت لأسامح نفسي لو أنني اعتقلتهم.	neutral
2395	تم إخطار العقيد بيشوب بقدومي. أظهر التغيير المفاجئ في طريقة كالفيرلي عند ذكر اسم جوليان لاسمه أن الإخطار قد تم استلامه ، وأنه كان على علم به.	تم إخطار كل من العقيد بيشوب وكالفرلي بحضوري.	entailment
2396	تم إخطار العقيد بيشوب بقدومي. أظهر التغيير المفاجئ في طريقة كالفيرلي عند ذكر اسم جوليان لاسمه أن الإخطار قد تم استلامه ، وأنه كان على علم به.	بدا الكولونيل بيشوب وكالفرلي مندهشين عندما تم ذكر اسمي.	contradiction
2397	تم إخطار العقيد بيشوب بقدومي. أظهر التغيير المفاجئ في طريقة كالفيرلي عند ذكر اسم جوليان لاسمه أن الإخطار قد تم استلامه ، وأنه كان على علم به.	ذهبت إلى الأسقف وكالفيرلي راكابًا على ظهر الخيول.	neutral
2401	عند أعلى الدرج، توقف أوجل بسبب الدم الذي واجهه، وعلت وجهه صرامة مفاجئة وقد تخللت تلك الصرامة كل عروقه.	كان بلدي غاضبًا لأنه لم يكن لديه أي شيء يأكله.	neutral
2402	عند أعلى الدرج، توقف أوجل بسبب الدم الذي واجهه، وعلت وجهه صرامة مفاجئة وقد تخللت تلك الصرامة كل عروقه.	لم يواجل أوغل أي معارضة عندما كان يتقدم.	contradiction
2403	عند أعلى الدرج، توقف أوجل بسبب الدم الذي واجهه، وعلت وجهه صرامة مفاجئة وقد تخللت تلك الصرامة كل عروقه.	تم منع تقدم أوغل بواسطة الدم الذي نظر إليه بصرامة بينما قابله بنية جدلية.	entailment
2410	لقد كنت اصطاده خلال العام السابق	لقد كنت أتابعه عن كثب لمدة عام دون علمه.	neutral
2411	لقد كنت اصطاده خلال العام السابق	كنت أتبعه فقط لما يقترب من أسبوع.	contradiction
2412	لقد كنت اصطاده خلال العام السابق	كنت أتتبعه على مدار العام الماضي.	entailment
2413	في الوقت الحالي تم فتح ممر في التصنيف للرجال ومن هذا الممر أتت السيدة بيشوب تليها المرأة التي أسلافها من الزنوج.	مشىت الانسة بيشوب خلال مجموعة من الرجال.	entailment
2414	في الوقت الحالي تم فتح ممر في التصنيف للرجال ومن هذا الممر أتت السيدة بيشوب تليها المرأة التي أسلافها من الزنوج.	مشيت الانسة بيشوب من خلال مجموعة تتكون من عشرين رجلا.	neutral
2415	في الوقت الحالي تم فتح ممر في التصنيف للرجال ومن هذا الممر أتت السيدة بيشوب تليها المرأة التي أسلافها من الزنوج.	مشيت الآنسة بيشوب من خلال مجموعة من النساء ، ولم يكن هناك أي رجال حاضرين.	contradiction
2416	هم سفن أسطول جامايكا، أجاب سيادته عليها.	أخبره سيادته أن السفن جاءت من أسطول جامايكا.	entailment
2417	هم سفن أسطول جامايكا، أجاب سيادته عليها.	أعجبتها سفن أسطول جامايكا ، ولهذا سألت عنهم.	neutral
2418	هم سفن أسطول جامايكا، أجاب سيادته عليها.	هم سفن من الأسطول الأمريكي ، أجابها سيادته.	contradiction
2419	ولماذا وضع نفسه في هذا الوضع؟ من أجل فتاة تجنبته باستمرار وعن عمد ليعتقد أنها لاتزال تعامله بنفور.	كان يحب الفتاة لذلك وضع نفسه في وضع سيئ.	neutral
2420	ولماذا وضع نفسه في هذا الوضع؟ من أجل فتاة تجنبته باستمرار وعن عمد ليعتقد أنها لاتزال تعامله بنفور.	هو وضع نفسه في مكان لن تلفت له أي فتاة فيه.	entailment
2421	ولماذا وضع نفسه في هذا الوضع؟ من أجل فتاة تجنبته باستمرار وعن عمد ليعتقد أنها لاتزال تعامله بنفور.	وضع نفسه في منصبه الحالي لفتاة كانت مهووسة به.	contradiction
2422	قد تكون مصيبًا، وقد تكون مخطئًا.	أنت مخطئ بالتأكيد	contradiction
2423	قد تكون مصيبًا، وقد تكون مخطئًا.	قد تكون محقاً حول عدة قضايا ، لكن قد تكون مخطئاً أيضاً.	neutral
2424	قد تكون مصيبًا، وقد تكون مخطئًا.	قد تكون مخطأ أو ويحتمل أن تكون مُصيب.	entailment
2425	لقد ضمنتها كما قيل لي، أن مكافأة الملك لهذا الرجل. كشفت نبرة صوته الواضحة عن حقده.	أنا متأكد من أنك لم تمنح لجنة الملك لهذا الرجل ، قال بمرح.	contradiction
2426	لقد ضمنتها كما قيل لي، أن مكافأة الملك لهذا الرجل. كشفت نبرة صوته الواضحة عن حقده.	ونددت نبرته مرارة استيائه.	entailment
2427	لقد ضمنتها كما قيل لي، أن مكافأة الملك لهذا الرجل. كشفت نبرة صوته الواضحة عن حقده.	لقد أُخبِرت أنك منحت ترقية الملك إلى الرجل لشجاعته.	neutral
2428	لقد كانت بيضاء البشرة، وظلت تنظر إلى يديها المطويتين	كانت زرقاء وأبقت عينيها مغلقة طوال الوقت.	contradiction
2429	لقد كانت بيضاء البشرة، وظلت تنظر إلى يديها المطويتين	كانت شاحبة للغاية وظلت تنظر إلى يديها.	entailment
2430	لقد كانت بيضاء البشرة، وظلت تنظر إلى يديها المطويتين	كانت بيضاء جدا لأنها كانت تعيش في بلد بارد.	neutral
2431	إذا لقد أخبروك عن ذلك!	لذا لم يخبركم عن حالتنا!	contradiction
2432	إذا لقد أخبروك عن ذلك!	ولذا، لم يخبروك عن الموقف الصعب!	neutral
2433	إذا لقد أخبروك عن ذلك!	لذلك قيل لك عن ذلك!	entailment
2434	أدركت أنها ربما أثارت غضبه بنفسها.	كان غاضبًا لأنها تتحدث كثيرًا طيلة الوقت.	neutral
2435	أدركت أنها ربما أثارت غضبه بنفسها.	كان سعيدًا جدًا ، لذلك لم تكن قلقة من غضبه.	contradiction
2436	أدركت أنها ربما أثارت غضبه بنفسها.	لقد اعتقدت أنها قد تكون قد تسببت في إغضابه.	entailment
2437	سأكون دائما ممتنة.	أنا ممتن جدًا.	entailment
2438	سأكون دائما ممتنة.	أنا سعيدة وممتنة للغاية لما قمت به اليوم.	neutral
2439	سأكون دائما ممتنة.	سوف أكون إلى الأبد مليئة بالحقد والكراهية .	contradiction
2440	ليس لابنة أخته ، وليس لابنته ، وليس لأمه ، هل سيغادر الدم ما يفكر به بسببه.	إنه يسعى للانتقام أكثر من أي شيء أخر في العالم	neutral
2441	ليس لابنة أخته ، وليس لابنته ، وليس لأمه ، هل سيغادر الدم ما يفكر به بسببه.	سوف يتنازل عن الدم بسببه إذا طلبت منه أمه ذلك.	contradiction
2442	ليس لابنة أخته ، وليس لابنته ، وليس لأمه ، هل سيغادر الدم ما يفكر به بسببه.	هو لم يعطي فوق الدم هو فكّر واجب إلى ه لابنته، أمي أو ابن أخ.	entailment
2443	كانت أبيم مع أرابيلا ، عبر الميناء ، حيث المباني البيضاء ذات الواجهة المستوية لتلك المدينة المهيبة التي نزلت إلى حافة الماء.	جاء أرابيلا إلى مدينة صغيرة تقع على أرض قاحلة خالية من الحياة.	contradiction
2444	كانت أبيم مع أرابيلا ، عبر الميناء ، حيث المباني البيضاء ذات الواجهة المستوية لتلك المدينة المهيبة التي نزلت إلى حافة الماء.	تقع آرابيلا في مقابل حافة الميناء حيثما تقع بقية المدينة.	entailment
2445	كانت أبيم مع أرابيلا ، عبر الميناء ، حيث المباني البيضاء ذات الواجهة المستوية لتلك المدينة المهيبة التي نزلت إلى حافة الماء.	كانت المدينة موقعًا شائعًا جدًا للتجارة حيث كانت قريبة من المياه.	neutral
2446	من طرفي لم أفعل شيئًا على الإطلاق أشعر بالخجل منه، مع الأخذ في الاعتبار الاستفزاز الذي تلقيته. تعثرت نظرتها، وسقطت أمام نفسه وهو الأمر الذي كان يقصده.	أنا لا أخجل من أي شيء قمت به، مع الأخذ في الاعتبار الاستفزاز الذي تعرضت له.	entailment
2447	من طرفي لم أفعل شيئًا على الإطلاق أشعر بالخجل منه، مع الأخذ في الاعتبار الاستفزاز الذي تلقيته. تعثرت نظرتها، وسقطت أمام نفسه وهو الأمر الذي كان يقصده.	أنا محرج جدا من كل شئ ، يجب أن أعتذر فى الحال .	contradiction
2448	من طرفي لم أفعل شيئًا على الإطلاق أشعر بالخجل منه، مع الأخذ في الاعتبار الاستفزاز الذي تلقيته. تعثرت نظرتها، وسقطت أمام نفسه وهو الأمر الذي كان يقصده.	لم أفعل شيئًا على الإطلاق لأخجل منه لأنني استفزت بشدة.	neutral
2449	وربما لن تكون. جاء البطيء والساخر بصوت وولفرستون للإجابة على الإثارة الواثقة لدى الآخر، وبينما كان يتكلم ، تقدم إلى جانب الدم، وهو حليف غير متوقع.	كان بلود قبطان السفينة وكان وولفرستون أفضل صديق له.	neutral
2450	وربما لن تكون. جاء البطيء والساخر بصوت وولفرستون للإجابة على الإثارة الواثقة لدى الآخر، وبينما كان يتكلم ، تقدم إلى جانب الدم، وهو حليف غير متوقع.	كان ولفرستون قد عبر عن رأيه بنبره منخفضة وبطيئة حيث شق طريقه نحو الدم.	entailment
2451	وربما لن تكون. جاء البطيء والساخر بصوت وولفرستون للإجابة على الإثارة الواثقة لدى الآخر، وبينما كان يتكلم ، تقدم إلى جانب الدم، وهو حليف غير متوقع.	ظل ولفرستون هادئا حيث أنه رسم لنفسه خطاً بعيداً عن الدماء	contradiction
2452	كنت مجرد رجل سيء الحظ ذلك الحين.	كان لديك ثروة كبيرة في ذلك الوقت.	contradiction
2453	كنت مجرد رجل سيء الحظ ذلك الحين.	في الماضي كنت رجل نبيل تعيس.	entailment
2454	كنت مجرد رجل سيء الحظ ذلك الحين.	لقد كنت مؤسفا ولكن الآن لديك ظرف أفضل.	neutral
